Date,Open,High,Low,Close,Adj Close,Volume
2005-12-20,571.184265,592.183655,566.984375,571.184265,402.592377,55814038
2005-12-21,554.384705,566.984375,545.984924,554.384705,390.751465,52132389
2005-12-22,554.384705,558.584595,550.184814,550.184814,387.791260,6074572
2005-12-23,562.784485,571.184265,558.584595,562.784485,396.671967,27188249
2005-12-26,562.784485,562.784485,562.784485,562.784485,396.671967,0
2005-12-27,579.584045,583.783936,571.184265,579.584045,408.512878,13196792
2005-12-28,587.983765,600.583435,587.983765,596.383545,420.353851,42399978
2005-12-29,604.783325,617.382996,600.583435,600.583435,423.314026,46965580
2005-12-30,600.583435,600.583435,600.583435,600.583435,423.314026,0
2006-01-02,604.783325,608.983215,600.583435,604.783325,426.274353,6229338
2006-01-03,608.983215,608.983215,587.983765,592.183655,417.393646,33712238
2006-01-04,608.983215,621.582886,604.783325,621.582886,438.115234,57733733
2006-01-05,625.782776,655.181946,625.782776,650.982056,458.836914,78502163
2006-01-06,646.782166,667.781616,642.582275,667.781616,470.677887,60879653
2006-01-09,671.981506,722.380066,671.981506,713.980347,503.240540,70356105
2006-01-10,713.980347,713.980347,713.980347,713.980347,503.240540,0
2006-01-11,713.980347,722.380066,692.980896,701.380676,494.359894,50685920
2006-01-12,709.780457,768.578796,709.780457,760.179077,535.803101,88547083
2006-01-13,755.979187,806.377747,747.579407,764.378906,538.763428,59326039
2006-01-16,806.377747,823.177307,760.179077,785.378357,553.564514,34792625
2006-01-17,797.978027,802.177917,755.979187,760.179077,535.803101,35358117
2006-01-18,747.579407,760.179077,713.980347,713.980347,503.240540,59832006
2006-01-19,730.779846,751.779297,726.579956,751.779297,529.882751,31795519
2006-01-20,764.378906,781.178467,755.979187,760.179077,535.803101,34006889
2006-01-23,730.779846,760.179077,730.779846,739.179626,521.001953,17065946
2006-01-24,747.579407,755.979187,739.179626,743.379517,523.962158,10300879
2006-01-25,743.379517,755.979187,730.779846,743.379517,523.962158,34605120
2006-01-26,747.579407,751.779297,726.579956,739.179626,521.001953,18119546
2006-01-27,739.179626,743.379517,701.380676,705.580566,497.320068,44882189
2006-01-30,718.180176,718.180176,705.580566,718.180176,506.200775,19899357
2006-01-31,718.180176,718.180176,718.180176,718.180176,506.200775,0
2006-02-01,722.380066,734.979736,722.380066,730.779846,515.081482,54218756
2006-02-02,734.979736,764.378906,734.979736,764.378906,538.763428,60201063
2006-02-03,764.378906,768.578796,751.779297,764.378906,538.763428,30521674
2006-02-06,760.179077,764.378906,747.579407,751.779297,529.882751,12137239
2006-02-07,751.779297,776.978577,751.779297,768.578796,541.723572,41507096
2006-02-08,760.179077,760.179077,722.380066,726.579956,512.121216,79674814
2006-02-09,734.979736,743.379517,730.779846,739.179626,521.001953,27735883
2006-02-10,743.379517,747.579407,739.179626,743.379517,523.962158,19976741
2006-02-13,734.979736,734.979736,722.380066,726.579956,512.121216,23932207
2006-02-14,713.980347,722.380066,705.580566,709.780457,500.280273,33724143
2006-02-15,713.980347,722.380066,709.780457,718.180176,506.200775,16384380
2006-02-16,718.180176,718.180176,692.980896,697.180786,491.399536,15262325
2006-02-17,701.380676,709.780457,646.782166,650.982056,458.836914,90053077
2006-02-20,655.181946,663.581726,642.582275,642.582275,452.916504,47653098
2006-02-21,646.782166,655.181946,629.982666,642.582275,452.916504,44376222
2006-02-22,646.782166,663.581726,642.582275,655.181946,461.797180,59236751
2006-02-23,659.381836,680.381226,659.381836,671.981506,473.638245,61260616
2006-02-24,671.981506,676.181335,659.381836,671.981506,473.638245,18655276
2006-02-27,671.981506,684.581116,671.981506,684.581116,482.518829,29997850
2006-02-28,688.781006,688.781006,671.981506,676.181335,476.598297,39382037
2006-03-01,676.181335,684.581116,671.981506,680.381226,479.558655,22235731
2006-03-02,688.781006,722.380066,688.781006,722.380066,509.160950,125113567
2006-03-03,726.579956,743.379517,722.380066,739.179626,521.001953,79636123
2006-03-06,680.381226,684.581116,671.981506,680.381226,479.558655,22235731
2006-03-07,734.979736,734.979736,709.780457,713.980347,503.240540,48159065
2006-03-08,713.980347,713.980347,692.980896,701.380676,494.359894,53430043
2006-03-09,692.980896,713.980347,688.781006,713.980347,503.240540,27128723
2006-03-10,713.980347,726.579956,709.780457,722.380066,509.160950,34170584
2006-03-13,722.380066,722.380066,709.780457,722.380066,509.160950,5217405
2006-03-14,722.380066,722.380066,709.780457,713.980347,503.240540,8940722
2006-03-15,713.980347,726.579956,709.780457,713.980347,503.240540,17339763
2006-03-16,730.779846,730.779846,718.180176,730.779846,515.081482,21063080
2006-03-17,730.779846,734.979736,718.180176,722.380066,509.160950,35658720
2006-03-20,726.579956,730.779846,722.380066,726.579956,512.121216,22521454
2006-03-21,726.579956,726.579956,718.180176,722.380066,509.160950,21768457
2006-03-22,730.779846,739.179626,718.180176,730.779846,515.081482,62683275
2006-03-23,730.779846,739.179626,726.579956,726.579956,512.121216,29798440
2006-03-24,726.579956,730.779846,722.380066,726.579956,512.121216,3940584
2006-03-27,734.979736,734.979736,730.779846,734.979736,518.041748,11771157
2006-03-28,734.979736,739.179626,730.779846,734.979736,518.041748,13039049
2006-03-29,730.779846,730.779846,722.380066,730.779846,515.081482,4309642
2006-03-30,730.779846,730.779846,730.779846,730.779846,515.081482,0
2006-03-31,730.779846,730.779846,730.779846,730.779846,515.081482,0
2006-04-03,739.179626,743.379517,734.979736,739.179626,521.001953,36242070
2006-04-04,755.979187,768.578796,743.379517,755.979187,532.842896,82192741
2006-04-05,789.578247,789.578247,760.179077,789.578247,556.524841,84171962
2006-04-06,802.177917,823.177307,793.778137,802.177917,565.405518,78585499
2006-04-07,806.377747,818.977417,797.978027,806.377747,568.365723,41879130
2006-04-10,806.377747,806.377747,806.377747,806.377747,568.365723,0
2006-04-11,823.177307,831.577087,810.577637,823.177307,580.206726,37021853
2006-04-12,839.976868,844.176758,818.977417,839.976868,592.047668,62082068
2006-04-13,831.577087,848.376648,823.177307,831.577087,586.127258,10324689
2006-04-14,831.577087,831.577087,831.577087,831.577087,586.127258,0
2006-04-17,835.776978,852.576477,835.776978,835.776978,589.087463,14402182
2006-04-18,915.574768,915.574768,844.176758,915.574768,645.332031,81659988
2006-04-19,957.573608,965.973389,923.974548,957.573608,674.934326,77380108
2006-04-20,974.373169,1024.771729,974.373169,974.373169,686.775391,63067214
2006-04-21,957.573608,965.973389,923.974548,957.573608,674.934326,53456830
2006-04-24,957.573608,1024.771729,957.573608,974.373169,686.775391,46685810
2006-04-25,982.772888,982.772888,957.573608,982.772888,692.695862,17554055
2006-04-26,1007.972229,1033.171509,991.172668,1007.972229,710.457153,31628847
2006-04-27,1016.372009,1058.370850,991.172668,1016.372009,716.377747,27911483
2006-04-28,1016.372009,999.572449,957.573608,965.973389,680.854858,45039931
2006-05-01,991.172668,999.572449,974.373169,991.172668,698.616211,26235842
2006-05-02,991.172668,999.572449,949.173828,957.573608,674.934326,29173423
2006-05-03,974.373169,991.172668,949.173828,974.373169,686.775391,30277620
2006-05-04,957.573608,991.172668,932.374329,957.573608,674.934326,47432854
2006-05-05,957.573608,957.573608,957.573608,957.573608,674.934326,0
2006-05-08,932.374329,957.573608,932.374329,932.374329,657.172974,15208752
2006-05-09,907.174988,940.774048,907.174988,907.174988,639.411499,48117397
2006-05-10,932.374329,949.173828,915.574768,932.374329,657.172974,70951360
2006-05-11,949.173828,965.973389,932.374329,949.173828,669.013855,61275498
2006-05-12,940.774048,965.973389,940.774048,940.774048,663.093384,24182214
2006-05-15,839.976868,932.374329,823.177307,839.976868,592.047668,41986276
2006-05-16,839.976868,865.176147,739.179626,839.976868,592.047668,85401163
2006-05-17,881.975708,898.775208,865.176147,881.975708,621.650024,45670901
2006-05-18,881.975708,881.975708,881.975708,881.975708,621.650024,0
2006-05-19,881.975708,881.975708,881.975708,881.975708,621.650024,0
2006-05-22,667.781616,806.377747,667.781616,667.781616,470.677887,61668366
2006-05-23,671.981506,688.781006,642.582275,671.981506,473.638245,61754678
2006-05-24,684.581116,713.980347,680.381226,684.581116,482.518829,56730730
2006-05-25,684.581116,684.581116,684.581116,684.581116,482.518829,0
2006-05-26,684.581116,684.581116,684.581116,684.581116,482.518829,0
2006-05-29,684.581116,684.581116,684.581116,684.581116,482.518829,0
2006-05-30,768.578796,776.978577,747.579407,768.578796,541.723572,68525698
2006-05-31,747.579407,760.179077,734.979736,747.579407,526.922485,28435307
2006-06-01,709.780457,768.578796,701.380676,709.780457,500.280273,34968225
2006-06-02,713.980347,718.180176,688.781006,713.980347,503.240540,31432413
2006-06-05,722.380066,734.979736,718.180176,722.380066,509.160950,11351503
2006-06-06,697.180786,705.580566,692.980896,697.180786,491.399536,24396505
2006-06-07,655.181946,688.781006,650.982056,655.181946,461.797180,49096591
2006-06-08,625.782776,642.582275,613.183105,625.782776,441.075562,55680105
2006-06-09,642.582275,646.782166,617.382996,642.582275,452.916504,46289966
2006-06-12,642.582275,655.181946,629.982666,642.582275,452.916504,47920963
2006-06-13,613.183105,642.582275,608.983215,613.183105,432.194794,53912200
2006-06-14,617.382996,617.382996,592.183655,617.382996,435.154999,62153498
2006-06-15,642.582275,642.582275,625.782776,642.582275,452.916504,76930691
2006-06-16,697.180786,701.380676,663.581726,697.180786,491.399536,75522914
2006-06-19,705.580566,709.780457,684.581116,705.580566,497.320068,25164383
2006-06-20,701.380676,705.580566,688.781006,701.380676,494.359894,54569956
2006-06-21,684.581116,701.380676,680.381226,684.581116,500.507141,30551437
2006-06-22,692.980896,705.580566,688.781006,692.980896,506.648315,47194753
2006-06-23,688.781006,692.980896,684.581116,688.781006,503.577759,12616419
2006-06-26,697.180786,697.180786,676.181335,697.180786,509.718872,9699672
2006-06-27,734.979736,734.979736,705.580566,734.979736,537.354370,88297076
2006-06-28,760.179077,764.378906,713.980347,760.179077,555.777832,80100421
2006-06-29,760.179077,768.578796,751.779297,764.378906,558.848511,52510375
2006-06-30,776.978577,797.978027,772.778687,776.978577,568.060303,43688704
2006-07-03,789.578247,793.778137,781.178467,789.578247,577.272034,21774409
2006-07-04,835.776978,839.976868,793.778137,835.776978,611.048584,57995645
2006-07-05,831.577087,852.576477,827.377197,831.577087,607.978027,44394080
2006-07-06,755.979187,818.977417,755.979187,755.979187,552.707336,150676771
2006-07-07,747.579407,768.578796,739.179626,747.579407,546.566162,21592856
2006-07-10,776.978577,776.978577,726.579956,776.978577,568.060303,54632458
2006-07-11,785.378357,793.778137,772.778687,785.378357,574.201416,59436161
2006-07-12,772.778687,802.177917,764.378906,772.778687,564.989624,78261085
2006-07-13,768.578796,776.978577,764.378906,768.578796,561.919067,21164273
2006-07-14,764.378906,768.578796,743.379517,764.378906,558.848511,41435665
2006-07-17,764.378906,760.179077,743.379517,751.779297,549.636658,16351641
2006-07-18,751.779297,760.179077,747.579407,751.779297,549.636658,16559980
2006-07-19,751.779297,751.779297,751.779297,751.779297,549.636658,0
2006-07-20,768.578796,772.778687,739.179626,768.578796,561.919067,52778240
2006-07-21,751.779297,768.578796,751.779297,751.779297,549.636658,17580841
2006-07-24,781.178467,781.178467,747.579407,781.178467,571.130859,43590487
2006-07-25,797.978027,797.978027,785.378357,797.978027,583.413269,53397304
2006-07-26,797.978027,797.978027,797.978027,797.978027,583.413269,0
2006-07-27,797.978027,797.978027,797.978027,797.978027,583.413269,0
2006-07-28,856.776367,856.776367,814.777527,856.776367,626.401611,26024526
2006-07-31,873.575928,881.975708,865.176147,873.575928,638.684021,39795739
2006-08-01,873.575928,890.375488,865.176147,873.575928,638.684021,23572078
2006-08-02,873.575928,881.975708,856.776367,873.575928,638.684021,19923168
2006-08-03,856.776367,890.375488,856.776367,856.776367,626.401611,17554055
2006-08-04,848.376648,865.176147,848.376648,848.376648,620.260437,10780058
2006-08-07,865.176147,873.575928,848.376648,865.176147,632.542786,21955962
2006-08-08,873.575928,873.575928,865.176147,873.575928,638.684021,7143054
2006-08-09,865.176147,873.575928,865.176147,865.176147,632.542786,5098354
2006-08-10,856.776367,907.174988,848.376648,856.776367,626.401611,30724061
2006-08-11,873.575928,881.975708,865.176147,873.575928,638.684021,9524072
2006-08-14,898.775208,898.775208,873.575928,898.775208,657.107544,10946730
2006-08-15,907.174988,932.374329,898.775208,907.174988,663.248779,39804668
2006-08-16,898.775208,923.974548,898.775208,898.775208,657.107544,7821644
2006-08-17,898.775208,898.775208,898.775208,898.775208,657.107544,0
2006-08-18,898.775208,898.775208,898.775208,898.775208,657.107544,0
2006-08-21,898.775208,898.775208,898.775208,898.775208,657.107544,0
2006-08-22,991.172668,999.572449,923.974548,991.172668,724.660645,69460247
2006-08-23,974.373169,991.172668,957.573608,974.373169,712.378296,15696861
2006-08-24,932.374329,974.373169,923.974548,932.374329,681.672363,33069363
2006-08-25,940.774048,940.774048,915.574768,940.774048,687.813477,17012373
2006-08-28,923.974548,940.774048,923.974548,923.974548,675.531250,6616253
2006-08-29,949.173828,949.173828,932.374329,949.173828,693.954712,6404938
2006-08-30,940.774048,957.573608,932.374329,940.774048,687.813477,13485490
2006-08-31,907.174988,940.774048,898.775208,907.174988,663.248779,22235731
2006-09-01,907.174988,923.974548,898.775208,907.174988,663.248779,38923691
2006-09-04,923.974548,932.374329,915.574768,923.974548,675.531250,27497781
2006-09-05,923.974548,932.374329,915.574768,923.974548,675.531250,16259376
2006-09-06,957.573608,957.573608,915.574768,957.573608,700.095825,36203378
2006-09-07,965.973389,965.973389,932.374329,965.973389,706.237122,45694711
2006-09-08,957.573608,957.573608,949.173828,957.573608,700.095825,25450106
2006-09-11,907.174988,949.173828,890.375488,907.174988,663.248779,41780913
2006-09-12,873.575928,890.375488,856.776367,873.575928,638.684021,49173974
2006-09-13,873.575928,890.375488,865.176147,873.575928,638.684021,52894314
2006-09-14,898.775208,898.775208,881.975708,898.775208,657.107544,16321878
2006-09-15,898.775208,898.775208,881.975708,898.775208,657.107544,20354727
2006-09-18,898.775208,898.775208,898.775208,898.775208,657.107544,0
2006-09-19,873.575928,881.975708,865.176147,873.575928,638.684021,32405654
2006-09-20,907.174988,907.174988,856.776367,907.174988,663.248779,65102984
2006-09-21,907.174988,923.974548,898.775208,907.174988,663.248779,31994929
2006-09-22,915.574768,932.374329,907.174988,915.574768,669.390015,38248077
2006-09-25,907.174988,915.574768,898.775208,907.174988,663.248779,6702565
2006-09-26,907.174988,915.574768,898.775208,907.174988,663.248779,6681731
2006-09-27,915.574768,923.974548,907.174988,915.574768,669.390015,12905117
2006-09-28,923.974548,932.374329,907.174988,923.974548,675.531250,17432028
2006-09-29,923.974548,923.974548,915.574768,923.974548,675.531250,20435086
2006-10-02,915.574768,923.974548,907.174988,915.574768,669.390015,6553752
2006-10-03,940.774048,940.774048,915.574768,940.774048,687.813477,43394053
2006-10-04,923.974548,940.774048,907.174988,923.974548,675.531250,23780417
2006-10-05,923.974548,923.974548,915.574768,923.974548,675.531250,7696640
2006-10-06,923.974548,932.374329,915.574768,923.974548,675.531250,20780334
2006-10-09,923.974548,923.974548,915.574768,923.974548,675.531250,18036211
2006-10-10,957.573608,957.573608,923.974548,957.573608,700.095825,44132168
2006-10-11,957.573608,965.973389,932.374329,957.573608,700.095825,31843139
2006-10-12,949.173828,957.573608,940.774048,949.173828,693.954712,17762394
2006-10-13,965.973389,974.373169,949.173828,965.973389,706.237122,36140876
2006-10-16,999.572449,1007.972229,974.373169,999.572449,730.801880,96208008
2006-10-17,1033.171509,1041.571289,1007.972229,1033.171509,755.366577,68079257
2006-10-18,1007.972229,1033.171509,1007.972229,1007.972229,736.942993,13539063
2006-10-19,1024.771729,1024.771729,1007.972229,1024.771729,749.225464,11003279
2006-10-20,1033.171509,1041.571289,1024.771729,1033.171509,755.366577,9318709
2006-10-23,1033.171509,1033.171509,1033.171509,1033.171509,755.366577,0
2006-10-24,1033.171509,1033.171509,1033.171509,1033.171509,755.366577,0
2006-10-25,1033.171509,1033.171509,1033.171509,1033.171509,755.366577,0
2006-10-26,1033.171509,1033.171509,1033.171509,1033.171509,755.366577,0
2006-10-27,1033.171509,1033.171509,1033.171509,1033.171509,755.366577,0
2006-10-30,1175.967529,1184.367310,1033.171509,1175.967529,859.766663,80496266
2006-10-31,1167.567871,1209.566650,1125.568970,1167.567871,853.625793,43647036
2006-11-01,1125.568970,1175.967529,1117.169189,1125.568970,822.919739,23845895
2006-11-02,1150.768311,1201.166870,1125.568970,1150.768311,841.343323,80350428
2006-11-03,1175.967529,1175.967529,1159.168091,1175.967529,859.766663,18958855
2006-11-06,1184.367310,1201.166870,1175.967529,1184.367310,865.908081,16646292
2006-11-07,1184.367310,1192.767090,1159.168091,1184.367310,865.908081,17646319
2006-11-08,1209.566650,1226.366211,1175.967529,1209.566650,884.331665,29244853
2006-11-09,1209.566650,1217.966431,1192.767090,1209.566650,884.331665,9771102
2006-11-10,1209.566650,1217.966431,1201.166870,1209.566650,884.331665,5607297
2006-11-13,1184.367310,1209.566650,1184.367310,1184.367310,865.908081,6294816
2006-11-14,1209.566650,1209.566650,1192.767090,1209.566650,884.331665,8476424
2006-11-15,1243.165771,1259.965332,1217.966431,1243.165771,908.896301,22202992
2006-11-16,1243.165771,1268.364990,1234.765991,1243.165771,908.896301,6419819
2006-11-17,1243.165771,1251.565552,1217.966431,1243.165771,908.896301,14759335
2006-11-20,1243.165771,1251.565552,1234.765991,1243.165771,908.896301,4720368
2006-11-21,1268.364990,1268.364990,1259.965332,1268.364990,927.320068,3946537
2006-11-22,1259.965332,1259.965332,1243.165771,1259.965332,921.178833,17304048
2006-11-23,1251.565552,1268.364990,1251.565552,1251.565552,915.037598,7723427
2006-11-24,1293.564331,1335.563232,1259.965332,1293.564331,945.743591,27036459
2006-11-27,1293.564331,1293.564331,1293.564331,1293.564331,945.743591,0
2006-11-28,1293.564331,1293.564331,1293.564331,1293.564331,945.743591,0
2006-11-29,1259.965332,1293.564331,1251.565552,1259.965332,921.178833,21426185
2006-11-30,1268.364990,1285.164551,1259.965332,1268.364990,927.320068,17557031
2006-12-01,1268.364990,1285.164551,1268.364990,1268.364990,927.320068,14887315
2006-12-04,1268.364990,1301.964111,1268.364990,1268.364990,927.320068,15646264
2006-12-05,1327.163452,1327.163452,1276.764771,1327.163452,970.308289,32569349
2006-12-06,1360.762451,1369.162231,1335.563232,1360.762451,994.873108,29033538
2006-12-07,1419.560913,1419.560913,1343.963013,1419.560913,1037.861450,23527434
2006-12-08,1369.162231,1419.560913,1360.762451,1369.162231,1001.014282,9765150
2006-12-11,1394.361572,1402.761353,1377.562012,1394.361572,1019.437744,8723454
2006-12-12,1377.562012,1411.161133,1377.562012,1377.562012,1007.155518,7979386
2006-12-13,1377.562012,1385.961792,1369.162231,1377.562012,1007.155518,11041970
2006-12-14,1352.362671,1377.562012,1352.362671,1352.362671,988.731812,10324689
2006-12-15,1352.362671,1352.362671,1352.362671,1352.362671,988.731812,0
2006-12-18,1360.762451,1385.961792,1360.762451,1360.762451,994.873108,9157990
2006-12-19,1343.963013,1377.562012,1327.163452,1343.963013,982.590881,33512828
2006-12-20,1360.762451,1377.562012,1352.362671,1360.762451,994.873108,8762146
2006-12-21,1385.961792,1394.361572,1352.362671,1385.961792,1013.296631,9646099
2006-12-22,1360.762451,1377.562012,1343.963013,1360.762451,994.873108,14381348
2006-12-26,1343.963013,1377.562012,1335.563232,1343.963013,982.590881,12235456
2006-12-27,1343.963013,1343.963013,1343.963013,1343.963013,982.590881,0
2006-12-28,1360.762451,1360.762451,1352.362671,1360.762451,994.873108,13937884
2006-12-29,1343.963013,1360.762451,1343.963013,1343.963013,982.590881,15711742
2007-01-02,1360.762451,1360.762451,1343.963013,1360.762451,994.873108,28780555
2007-01-03,1360.762451,1369.162231,1352.362671,1360.762451,994.873108,30962162
2007-01-04,1310.363892,1369.162231,1301.964111,1310.363892,958.025940,45239342
2007-01-05,1327.163452,1335.563232,1318.763672,1327.163452,970.308289,13797999
2007-01-08,1318.763672,1327.163452,1301.964111,1318.763672,964.167175,6205528
2007-01-09,1276.764771,1318.763672,1259.965332,1276.764771,933.461182,11003279
2007-01-10,1175.967529,1335.563232,1318.763672,1175.967529,859.766663,33899743
2007-01-11,1175.967529,1217.966431,1167.567871,1175.967529,859.766663,11449720
2007-01-12,1175.967529,1217.966431,1108.769409,1175.967529,859.766663,27509686
2007-01-15,1217.966431,1226.366211,1175.967529,1217.966431,890.472778,23563149
2007-01-16,1251.565552,1293.564331,1226.366211,1251.565552,915.037598,26307272
2007-01-17,1259.965332,1259.965332,1243.165771,1259.965332,921.178833,7866288
2007-01-18,1259.965332,1259.965332,1259.965332,1259.965332,921.178833,0
2007-01-19,1318.763672,1335.563232,1301.964111,1318.763672,964.167175,10393143
2007-01-22,1352.362671,1369.162231,1335.563232,1352.362671,988.731812,33872957
2007-01-23,1360.762451,1360.762451,1343.963013,1360.762451,994.873108,18896354
2007-01-24,1352.362671,1377.562012,1343.963013,1352.362671,988.731812,46787003
2007-01-25,1327.163452,1360.762451,1318.763672,1327.163452,970.308289,34114035
2007-01-26,1360.762451,1360.762451,1276.764771,1360.762451,994.873108,14696833
2007-01-29,1335.563232,1360.762451,1327.163452,1335.563232,976.449463,8818695
2007-01-30,1335.563232,1360.762451,1327.163452,1335.563232,976.449463,16836773
2007-01-31,1310.363892,1335.563232,1285.164551,1310.363892,958.025940,32006834
2007-02-01,1310.363892,1343.963013,1310.363892,1310.363892,958.025940,16958800
2007-02-02,1310.363892,1343.963013,1327.163452,1310.363892,958.025940,11184832
2007-02-05,1301.964111,1318.763672,1285.164551,1301.964111,951.884705,5154903
2007-02-06,1285.164551,1301.964111,1276.764771,1285.164551,939.602417,9354424
2007-02-07,1310.363892,1318.763672,1293.564331,1310.363892,958.025940,9931821
2007-02-08,1318.763672,1318.763672,1293.564331,1318.763672,964.167175,2333397
2007-02-09,1285.164551,1318.763672,1268.364990,1285.164551,939.602417,17792157
2007-02-12,1301.964111,1310.363892,1276.764771,1301.964111,951.884705,15217681
2007-02-13,1276.764771,1301.964111,1276.764771,1276.764771,933.461182,20360680
2007-02-14,1310.363892,1318.763672,1285.164551,1310.363892,958.025940,32259817
2007-02-15,1478.359253,1478.359253,1327.163452,1478.359253,1080.849731,217074434
2007-02-16,1461.559692,1545.557373,1419.560913,1461.559692,1068.567383,195463720
2007-02-19,1453.159912,1478.359253,1436.360474,1453.159912,1062.426147,59629619
2007-02-20,1486.759033,1495.158813,1436.360474,1486.759033,1086.990967,73073442
2007-02-21,1562.356934,1579.156494,1486.759033,1562.356934,1142.261719,173629785
2007-02-22,1553.957153,1621.155273,1537.157593,1553.957153,1136.120605,153304820
2007-02-23,1520.358154,1553.957153,1495.158813,1520.358154,1111.555664,67582219
2007-02-26,1520.358154,1579.156494,1486.759033,1520.358154,1111.555664,67409595
2007-02-27,1553.957153,1562.356934,1503.558594,1553.957153,1136.120605,76603301
2007-02-28,1528.757813,1537.157593,1427.960693,1528.757813,1117.697021,214815443
2007-03-01,1562.356934,1579.156494,1537.157593,1562.356934,1142.261719,109645878
2007-03-02,1587.556274,1612.755493,1562.356934,1587.556274,1160.685547,119896161
2007-03-05,1486.759033,1570.756714,1469.959473,1486.759033,1086.990967,119003279
2007-03-06,1528.757813,1537.157593,1461.559692,1528.757813,1117.697021,98103894
2007-03-07,1545.557373,1553.957153,1511.958374,1545.557373,1129.979248,92261471
2007-03-08,1612.755493,1612.755493,1553.957153,1612.755493,1179.108643,147539780
2007-03-09,1612.755493,1654.754395,1604.355835,1612.755493,1179.108643,138584176
2007-03-12,1705.152954,1705.152954,1604.355835,1705.152954,1246.661865,155185824
2007-03-13,1730.352295,1747.151855,1705.152954,1730.352295,1265.085571,115333535
2007-03-14,1688.353516,1713.552734,1663.154175,1688.353516,1234.379639,92142420
2007-03-15,1789.150635,1789.150635,1721.952515,1789.150635,1308.073975,129789291
